Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
237919325,182,cuGetProcAddress,0,159,29549,29549,20,mnistCUDNN_impr
237919600,158,cuGetProcAddress,0,160,29549,29549,20,mnistCUDNN_impr
237919851,89,cuGetProcAddress,0,161,29549,29549,20,mnistCUDNN_impr
237920035,103,cuGetProcAddress,0,162,29549,29549,20,mnistCUDNN_impr
237920232,165,cuGetProcAddress,0,163,29549,29549,20,mnistCUDNN_impr
237920489,86,cuGetProcAddress,0,164,29549,29549,20,mnistCUDNN_impr
237920667,208,cuGetProcAddress,0,165,29549,29549,20,mnistCUDNN_impr
237920984,118,cuGetProcAddress,0,166,29549,29549,20,mnistCUDNN_impr
237921195,208,cuGetProcAddress,0,167,29549,29549,20,mnistCUDNN_impr
237921496,143,cuGetProcAddress,0,168,29549,29549,20,mnistCUDNN_impr
237921729,170,cuGetProcAddress,0,169,29549,29549,20,mnistCUDNN_impr
237921996,118,cuGetProcAddress,0,170,29549,29549,20,mnistCUDNN_impr
237922205,168,cuGetProcAddress,0,171,29549,29549,20,mnistCUDNN_impr
237922468,150,cuGetProcAddress,0,172,29549,29549,20,mnistCUDNN_impr
237922715,181,cuGetProcAddress,0,173,29549,29549,20,mnistCUDNN_impr
237922989,125,cuGetProcAddress,0,174,29549,29549,20,mnistCUDNN_impr
237923200,175,cuGetProcAddress,0,175,29549,29549,20,mnistCUDNN_impr
237923473,106,cuGetProcAddress,0,176,29549,29549,20,mnistCUDNN_impr
237923673,117,cuGetProcAddress,0,177,29549,29549,20,mnistCUDNN_impr
237923884,117,cuGetProcAddress,0,178,29549,29549,20,mnistCUDNN_impr
237924104,219,cuGetProcAddress,0,179,29549,29549,20,mnistCUDNN_impr
237924427,125,cuGetProcAddress,0,180,29549,29549,20,mnistCUDNN_impr
237924655,215,cuGetProcAddress,0,181,29549,29549,20,mnistCUDNN_impr
237924962,224,cuGetProcAddress,0,182,29549,29549,20,mnistCUDNN_impr
237925283,204,cuGetProcAddress,0,183,29549,29549,20,mnistCUDNN_impr
237925650,185,cuGetProcAddress,0,184,29549,29549,20,mnistCUDNN_impr
237925929,132,cuGetProcAddress,0,185,29549,29549,20,mnistCUDNN_impr
237926153,108,cuGetProcAddress,0,186,29549,29549,20,mnistCUDNN_impr
237926353,215,cuGetProcAddress,0,187,29549,29549,20,mnistCUDNN_impr
237926661,243,cuGetProcAddress,0,188,29549,29549,20,mnistCUDNN_impr
237927001,172,cuGetProcAddress,0,189,29549,29549,20,mnistCUDNN_impr
237927268,113,cuGetProcAddress,0,190,29549,29549,20,mnistCUDNN_impr
237927479,122,cuGetProcAddress,0,191,29549,29549,20,mnistCUDNN_impr
237927696,163,cuGetProcAddress,0,192,29549,29549,20,mnistCUDNN_impr
237927954,89,cuGetProcAddress,0,193,29549,29549,20,mnistCUDNN_impr
237928140,108,cuGetProcAddress,0,194,29549,29549,20,mnistCUDNN_impr
237928355,93,cuGetProcAddress,0,195,29549,29549,20,mnistCUDNN_impr
237928549,99,cuGetProcAddress,0,196,29549,29549,20,mnistCUDNN_impr
237928745,90,cuGetProcAddress,0,197,29549,29549,20,mnistCUDNN_impr
237928951,88,cuGetProcAddress,0,198,29549,29549,20,mnistCUDNN_impr
237929131,87,cuGetProcAddress,0,199,29549,29549,20,mnistCUDNN_impr
237929311,155,cuGetProcAddress,0,200,29549,29549,20,mnistCUDNN_impr
237929560,87,cuGetProcAddress,0,201,29549,29549,20,mnistCUDNN_impr
237929739,245,cuGetProcAddress,0,202,29549,29549,20,mnistCUDNN_impr
237930079,98,cuGetProcAddress,0,203,29549,29549,20,mnistCUDNN_impr
237930270,85,cuGetProcAddress,0,204,29549,29549,20,mnistCUDNN_impr
237930448,86,cuGetProcAddress,0,205,29549,29549,20,mnistCUDNN_impr
237930626,91,cuGetProcAddress,0,206,29549,29549,20,mnistCUDNN_impr
237930812,87,cuGetProcAddress,0,207,29549,29549,20,mnistCUDNN_impr
237930995,134,cuGetProcAddress,0,208,29549,29549,20,mnistCUDNN_impr
237931223,73,cuGetProcAddress,0,209,29549,29549,20,mnistCUDNN_impr
237931391,175,cuGetProcAddress,0,210,29549,29549,20,mnistCUDNN_impr
237931657,100,cuGetProcAddress,0,211,29549,29549,20,mnistCUDNN_impr
237931850,108,cuGetProcAddress,0,212,29549,29549,20,mnistCUDNN_impr
237932050,104,cuGetProcAddress,0,213,29549,29549,20,mnistCUDNN_impr
237932246,152,cuGetProcAddress,0,214,29549,29549,20,mnistCUDNN_impr
237932489,83,cuGetProcAddress,0,215,29549,29549,20,mnistCUDNN_impr
237932663,89,cuGetProcAddress,0,216,29549,29549,20,mnistCUDNN_impr
237932844,87,cuGetProcAddress,0,217,29549,29549,20,mnistCUDNN_impr
237933031,85,cuGetProcAddress,0,218,29549,29549,20,mnistCUDNN_impr
237933210,79,cuGetProcAddress,0,219,29549,29549,20,mnistCUDNN_impr
237933381,94,cuGetProcAddress,0,220,29549,29549,20,mnistCUDNN_impr
237933569,87,cuGetProcAddress,0,221,29549,29549,20,mnistCUDNN_impr
237933746,106,cuGetProcAddress,0,222,29549,29549,20,mnistCUDNN_impr
237933946,104,cuGetProcAddress,0,223,29549,29549,20,mnistCUDNN_impr
237934146,138,cuGetProcAddress,0,224,29549,29549,20,mnistCUDNN_impr
237934376,78,cuGetProcAddress,0,225,29549,29549,20,mnistCUDNN_impr
237934546,86,cuGetProcAddress,0,226,29549,29549,20,mnistCUDNN_impr
237934723,74,cuGetProcAddress,0,227,29549,29549,20,mnistCUDNN_impr
237934889,106,cuGetProcAddress,0,228,29549,29549,20,mnistCUDNN_impr
237935086,96,cuGetProcAddress,0,229,29549,29549,20,mnistCUDNN_impr
237935275,92,cuGetProcAddress,0,230,29549,29549,20,mnistCUDNN_impr
237935475,89,cuGetProcAddress,0,231,29549,29549,20,mnistCUDNN_impr
237935659,190,cuGetProcAddress,0,232,29549,29549,20,mnistCUDNN_impr
237935935,193,cuGetProcAddress,0,233,29549,29549,20,mnistCUDNN_impr
237936224,96,cuGetProcAddress,0,234,29549,29549,20,mnistCUDNN_impr
237936416,99,cuGetProcAddress,0,235,29549,29549,20,mnistCUDNN_impr
237936610,102,cuGetProcAddress,0,236,29549,29549,20,mnistCUDNN_impr
237936810,139,cuGetProcAddress,0,237,29549,29549,20,mnistCUDNN_impr
237937041,198,cuGetProcAddress,0,238,29549,29549,20,mnistCUDNN_impr
237937335,107,cuGetProcAddress,0,239,29549,29549,20,mnistCUDNN_impr
237937534,76,cuGetProcAddress,0,240,29549,29549,20,mnistCUDNN_impr
237937704,119,cuGetProcAddress,0,241,29549,29549,20,mnistCUDNN_impr
237937921,168,cuGetProcAddress,0,242,29549,29549,20,mnistCUDNN_impr
237938184,113,cuGetProcAddress,0,243,29549,29549,20,mnistCUDNN_impr
237938397,122,cuGetProcAddress,0,244,29549,29549,20,mnistCUDNN_impr
237938613,162,cuGetProcAddress,0,245,29549,29549,20,mnistCUDNN_impr
237938868,92,cuGetProcAddress,0,246,29549,29549,20,mnistCUDNN_impr
237939063,127,cuGetProcAddress,0,247,29549,29549,20,mnistCUDNN_impr
237939287,128,cuGetProcAddress,0,248,29549,29549,20,mnistCUDNN_impr
237939511,353,cuGetProcAddress,0,249,29549,29549,20,mnistCUDNN_impr
237939965,150,cuGetProcAddress,0,250,29549,29549,20,mnistCUDNN_impr
237940213,105,cuGetProcAddress,0,251,29549,29549,20,mnistCUDNN_impr
237940412,120,cuGetProcAddress,0,252,29549,29549,20,mnistCUDNN_impr
237940626,117,cuGetProcAddress,0,253,29549,29549,20,mnistCUDNN_impr
237940835,174,cuGetProcAddress,0,254,29549,29549,20,mnistCUDNN_impr
237941102,115,cuGetProcAddress,0,255,29549,29549,20,mnistCUDNN_impr
237941310,117,cuGetProcAddress,0,256,29549,29549,20,mnistCUDNN_impr
237941522,130,cuGetProcAddress,0,257,29549,29549,20,mnistCUDNN_impr
237941746,120,cuGetProcAddress,0,258,29549,29549,20,mnistCUDNN_impr
237941960,107,cuGetProcAddress,0,259,29549,29549,20,mnistCUDNN_impr
237942159,156,cuGetProcAddress,0,260,29549,29549,20,mnistCUDNN_impr
237942406,164,cuGetProcAddress,0,261,29549,29549,20,mnistCUDNN_impr
237942661,91,cuGetProcAddress,0,262,29549,29549,20,mnistCUDNN_impr
237942927,109,cuGetProcAddress,0,263,29549,29549,20,mnistCUDNN_impr
237943130,154,cuGetProcAddress,0,264,29549,29549,20,mnistCUDNN_impr
237943378,104,cuGetProcAddress,0,265,29549,29549,20,mnistCUDNN_impr
237943573,94,cuGetProcAddress,0,266,29549,29549,20,mnistCUDNN_impr
237943757,121,cuGetProcAddress,0,267,29549,29549,20,mnistCUDNN_impr
237943970,136,cuGetProcAddress,0,268,29549,29549,20,mnistCUDNN_impr
237944218,169,cuGetProcAddress,0,269,29549,29549,20,mnistCUDNN_impr
237944479,190,cuGetProcAddress,0,270,29549,29549,20,mnistCUDNN_impr
237944761,116,cuGetProcAddress,0,271,29549,29549,20,mnistCUDNN_impr
237944971,113,cuGetProcAddress,0,272,29549,29549,20,mnistCUDNN_impr
237945175,133,cuGetProcAddress,0,273,29549,29549,20,mnistCUDNN_impr
237945398,164,cuGetProcAddress,0,274,29549,29549,20,mnistCUDNN_impr
237945656,134,cuGetProcAddress,0,275,29549,29549,20,mnistCUDNN_impr
237945883,225,cuGetProcAddress,0,276,29549,29549,20,mnistCUDNN_impr
237946206,96,cuGetProcAddress,0,277,29549,29549,20,mnistCUDNN_impr
237946396,117,cuGetProcAddress,0,278,29549,29549,20,mnistCUDNN_impr
237946608,118,cuGetProcAddress,0,279,29549,29549,20,mnistCUDNN_impr
237946819,108,cuGetProcAddress,0,280,29549,29549,20,mnistCUDNN_impr
237947020,110,cuGetProcAddress,0,281,29549,29549,20,mnistCUDNN_impr
237947222,101,cuGetProcAddress,0,282,29549,29549,20,mnistCUDNN_impr
237947416,100,cuGetProcAddress,0,283,29549,29549,20,mnistCUDNN_impr
237947610,105,cuGetProcAddress,0,284,29549,29549,20,mnistCUDNN_impr
237947808,93,cuGetProcAddress,0,285,29549,29549,20,mnistCUDNN_impr
237947996,73,cuGetProcAddress,0,286,29549,29549,20,mnistCUDNN_impr
237948163,134,cuGetProcAddress,0,287,29549,29549,20,mnistCUDNN_impr
237948390,117,cuGetProcAddress,0,288,29549,29549,20,mnistCUDNN_impr
237948601,183,cuGetProcAddress,0,289,29549,29549,20,mnistCUDNN_impr
237948886,116,cuGetProcAddress,0,290,29549,29549,20,mnistCUDNN_impr
237949098,96,cuGetProcAddress,0,291,29549,29549,20,mnistCUDNN_impr
237949289,100,cuGetProcAddress,0,292,29549,29549,20,mnistCUDNN_impr
237949481,95,cuGetProcAddress,0,293,29549,29549,20,mnistCUDNN_impr
237949672,151,cuGetProcAddress,0,294,29549,29549,20,mnistCUDNN_impr
237949924,84,cuGetProcAddress,0,295,29549,29549,20,mnistCUDNN_impr
237950105,86,cuGetProcAddress,0,296,29549,29549,20,mnistCUDNN_impr
237950283,117,cuGetProcAddress,0,297,29549,29549,20,mnistCUDNN_impr
237950490,111,cuGetProcAddress,0,298,29549,29549,20,mnistCUDNN_impr
237950695,95,cuGetProcAddress,0,299,29549,29549,20,mnistCUDNN_impr
237950892,99,cuGetProcAddress,0,300,29549,29549,20,mnistCUDNN_impr
237951085,84,cuGetProcAddress,0,301,29549,29549,20,mnistCUDNN_impr
237951279,95,cuGetProcAddress,0,302,29549,29549,20,mnistCUDNN_impr
237951467,112,cuGetProcAddress,0,303,29549,29549,20,mnistCUDNN_impr
237951674,100,cuGetProcAddress,0,304,29549,29549,20,mnistCUDNN_impr
237951870,121,cuGetProcAddress,0,305,29549,29549,20,mnistCUDNN_impr
237952086,117,cuGetProcAddress,0,306,29549,29549,20,mnistCUDNN_impr
237952293,94,cuGetProcAddress,0,307,29549,29549,20,mnistCUDNN_impr
237952477,93,cuGetProcAddress,0,308,29549,29549,20,mnistCUDNN_impr
237952679,103,cuGetProcAddress,0,309,29549,29549,20,mnistCUDNN_impr
237952876,103,cuGetProcAddress,0,310,29549,29549,20,mnistCUDNN_impr
237953071,115,cuGetProcAddress,0,311,29549,29549,20,mnistCUDNN_impr
237953279,109,cuGetProcAddress,0,312,29549,29549,20,mnistCUDNN_impr
237953479,111,cuGetProcAddress,0,313,29549,29549,20,mnistCUDNN_impr
237953679,180,cuGetProcAddress,0,314,29549,29549,20,mnistCUDNN_impr
237953948,153,cuGetProcAddress,0,315,29549,29549,20,mnistCUDNN_impr
237954195,121,cuGetProcAddress,0,316,29549,29549,20,mnistCUDNN_impr
237954411,132,cuGetProcAddress,0,317,29549,29549,20,mnistCUDNN_impr
237954641,121,cuGetProcAddress,0,318,29549,29549,20,mnistCUDNN_impr
237954858,113,cuGetProcAddress,0,319,29549,29549,20,mnistCUDNN_impr
237955062,80,cuGetProcAddress,0,320,29549,29549,20,mnistCUDNN_impr
237955237,122,cuGetProcAddress,0,321,29549,29549,20,mnistCUDNN_impr
237955452,117,cuGetProcAddress,0,322,29549,29549,20,mnistCUDNN_impr
237955661,119,cuGetProcAddress,0,323,29549,29549,20,mnistCUDNN_impr
237955873,102,cuGetProcAddress,0,324,29549,29549,20,mnistCUDNN_impr
237956070,106,cuGetProcAddress,0,325,29549,29549,20,mnistCUDNN_impr
237956271,100,cuGetProcAddress,0,326,29549,29549,20,mnistCUDNN_impr
237956467,76,cuGetProcAddress,0,327,29549,29549,20,mnistCUDNN_impr
237956637,71,cuGetProcAddress,0,328,29549,29549,20,mnistCUDNN_impr
237956803,126,cuGetProcAddress,0,329,29549,29549,20,mnistCUDNN_impr
237957021,111,cuGetProcAddress,0,330,29549,29549,20,mnistCUDNN_impr
237957229,114,cuGetProcAddress,0,331,29549,29549,20,mnistCUDNN_impr
237957437,107,cuGetProcAddress,0,332,29549,29549,20,mnistCUDNN_impr
237957638,124,cuGetProcAddress,0,333,29549,29549,20,mnistCUDNN_impr
237957862,117,cuGetProcAddress,0,334,29549,29549,20,mnistCUDNN_impr
237958075,117,cuGetProcAddress,0,335,29549,29549,20,mnistCUDNN_impr
237958293,110,cuGetProcAddress,0,336,29549,29549,20,mnistCUDNN_impr
237958494,131,cuGetProcAddress,0,337,29549,29549,20,mnistCUDNN_impr
237958718,159,cuGetProcAddress,0,338,29549,29549,20,mnistCUDNN_impr
237958970,112,cuGetProcAddress,0,339,29549,29549,20,mnistCUDNN_impr
237959182,160,cuGetProcAddress,0,340,29549,29549,20,mnistCUDNN_impr
237959438,107,cuGetProcAddress,0,341,29549,29549,20,mnistCUDNN_impr
237959736,149,cuGetProcAddress,0,342,29549,29549,20,mnistCUDNN_impr
237959980,126,cuGetProcAddress,0,343,29549,29549,20,mnistCUDNN_impr
237960209,99,cuGetProcAddress,0,344,29549,29549,20,mnistCUDNN_impr
237960408,177,cuGetProcAddress,0,345,29549,29549,20,mnistCUDNN_impr
237960686,171,cuGetProcAddress,0,346,29549,29549,20,mnistCUDNN_impr
237960956,105,cuGetProcAddress,0,347,29549,29549,20,mnistCUDNN_impr
237961160,125,cuGetProcAddress,0,348,29549,29549,20,mnistCUDNN_impr
237961382,152,cuGetProcAddress,0,349,29549,29549,20,mnistCUDNN_impr
237961632,164,cuGetProcAddress,0,350,29549,29549,20,mnistCUDNN_impr
237961896,91,cuGetProcAddress,0,351,29549,29549,20,mnistCUDNN_impr
237962086,131,cuGetProcAddress,0,352,29549,29549,20,mnistCUDNN_impr
237962316,126,cuGetProcAddress,0,353,29549,29549,20,mnistCUDNN_impr
237962542,117,cuGetProcAddress,0,354,29549,29549,20,mnistCUDNN_impr
237962758,143,cuGetProcAddress,0,355,29549,29549,20,mnistCUDNN_impr
237963002,352,cuGetProcAddress,0,356,29549,29549,20,mnistCUDNN_impr
237963452,170,cuGetProcAddress,0,357,29549,29549,20,mnistCUDNN_impr
237963719,131,cuGetProcAddress,0,358,29549,29549,20,mnistCUDNN_impr
237963944,117,cuGetProcAddress,0,359,29549,29549,20,mnistCUDNN_impr
237964157,137,cuGetProcAddress,0,360,29549,29549,20,mnistCUDNN_impr
237964391,164,cuGetProcAddress,0,361,29549,29549,20,mnistCUDNN_impr
237964646,142,cuGetProcAddress,0,362,29549,29549,20,mnistCUDNN_impr
237964885,93,cuGetProcAddress,0,363,29549,29549,20,mnistCUDNN_impr
237965073,161,cuGetProcAddress,0,364,29549,29549,20,mnistCUDNN_impr
237965333,137,cuGetProcAddress,0,365,29549,29549,20,mnistCUDNN_impr
237965569,147,cuGetProcAddress,0,366,29549,29549,20,mnistCUDNN_impr
237965814,142,cuGetProcAddress,0,367,29549,29549,20,mnistCUDNN_impr
237966053,150,cuGetProcAddress,0,368,29549,29549,20,mnistCUDNN_impr
237966315,159,cuGetProcAddress,0,369,29549,29549,20,mnistCUDNN_impr
237966571,143,cuGetProcAddress,0,370,29549,29549,20,mnistCUDNN_impr
237966810,140,cuGetProcAddress,0,371,29549,29549,20,mnistCUDNN_impr
237967048,114,cuGetProcAddress,0,372,29549,29549,20,mnistCUDNN_impr
237967261,108,cuGetProcAddress,0,373,29549,29549,20,mnistCUDNN_impr
237967465,95,cuGetProcAddress,0,374,29549,29549,20,mnistCUDNN_impr
237967654,83,cuGetProcAddress,0,375,29549,29549,20,mnistCUDNN_impr
237967829,108,cuGetProcAddress,0,376,29549,29549,20,mnistCUDNN_impr
237968031,125,cuGetProcAddress,0,377,29549,29549,20,mnistCUDNN_impr
237968267,235,cuGetProcAddress,0,378,29549,29549,20,mnistCUDNN_impr
237968598,157,cuGetProcAddress,0,379,29549,29549,20,mnistCUDNN_impr
237968847,106,cuGetProcAddress,0,380,29549,29549,20,mnistCUDNN_impr
237969048,101,cuGetProcAddress,0,381,29549,29549,20,mnistCUDNN_impr
237969243,90,cuGetProcAddress,0,382,29549,29549,20,mnistCUDNN_impr
237969427,102,cuGetProcAddress,0,383,29549,29549,20,mnistCUDNN_impr
237969625,98,cuGetProcAddress,0,384,29549,29549,20,mnistCUDNN_impr
237969814,191,cuGetProcAddress,0,385,29549,29549,20,mnistCUDNN_impr
237970099,161,cuGetProcAddress,0,386,29549,29549,20,mnistCUDNN_impr
237970356,150,cuGetProcAddress,0,387,29549,29549,20,mnistCUDNN_impr
237970604,135,cuGetProcAddress,0,388,29549,29549,20,mnistCUDNN_impr
237970834,127,cuGetProcAddress,0,389,29549,29549,20,mnistCUDNN_impr
237971058,121,cuGetProcAddress,0,390,29549,29549,20,mnistCUDNN_impr
237971276,151,cuGetProcAddress,0,391,29549,29549,20,mnistCUDNN_impr
237971521,119,cuGetProcAddress,0,392,29549,29549,20,mnistCUDNN_impr
237971735,120,cuGetProcAddress,0,393,29549,29549,20,mnistCUDNN_impr
237971950,109,cuGetProcAddress,0,394,29549,29549,20,mnistCUDNN_impr
237972156,147,cuGetProcAddress,0,395,29549,29549,20,mnistCUDNN_impr
237972399,108,cuGetProcAddress,0,396,29549,29549,20,mnistCUDNN_impr
237972607,110,cuGetProcAddress,0,397,29549,29549,20,mnistCUDNN_impr
237972808,94,cuGetProcAddress,0,398,29549,29549,20,mnistCUDNN_impr
237972996,108,cuGetProcAddress,0,399,29549,29549,20,mnistCUDNN_impr
237973201,130,cuGetProcAddress,0,400,29549,29549,20,mnistCUDNN_impr
237973427,223,cuGetProcAddress,0,401,29549,29549,20,mnistCUDNN_impr
237973746,148,cuGetProcAddress,0,402,29549,29549,20,mnistCUDNN_impr
237973988,102,cuGetProcAddress,0,403,29549,29549,20,mnistCUDNN_impr
237974185,196,cuGetProcAddress,0,404,29549,29549,20,mnistCUDNN_impr
237974477,123,cuGetProcAddress,0,405,29549,29549,20,mnistCUDNN_impr
237974696,88,cuGetProcAddress,0,406,29549,29549,20,mnistCUDNN_impr
237974882,122,cuGetProcAddress,0,407,29549,29549,20,mnistCUDNN_impr
237975105,130,cuGetProcAddress,0,408,29549,29549,20,mnistCUDNN_impr
237975330,178,cuGetProcAddress,0,409,29549,29549,20,mnistCUDNN_impr
237975618,194,cuGetProcAddress,0,410,29549,29549,20,mnistCUDNN_impr
237975915,96,cuGetProcAddress,0,411,29549,29549,20,mnistCUDNN_impr
237976109,115,cuGetProcAddress,0,412,29549,29549,20,mnistCUDNN_impr
237976319,167,cuGetProcAddress,0,413,29549,29549,20,mnistCUDNN_impr
237976583,88,cuGetProcAddress,0,414,29549,29549,20,mnistCUDNN_impr
237976767,123,cuGetProcAddress,0,415,29549,29549,20,mnistCUDNN_impr
237976992,159,cuGetProcAddress,0,416,29549,29549,20,mnistCUDNN_impr
237977245,132,cuGetProcAddress,0,417,29549,29549,20,mnistCUDNN_impr
237977473,128,cuGetProcAddress,0,418,29549,29549,20,mnistCUDNN_impr
237977698,104,cuGetProcAddress,0,419,29549,29549,20,mnistCUDNN_impr
237977899,125,cuGetProcAddress,0,420,29549,29549,20,mnistCUDNN_impr
237978119,175,cuGetProcAddress,0,421,29549,29549,20,mnistCUDNN_impr
237978390,232,cuGetProcAddress,0,422,29549,29549,20,mnistCUDNN_impr
237978722,134,cuGetProcAddress,0,423,29549,29549,20,mnistCUDNN_impr
237978952,127,cuGetProcAddress,0,424,29549,29549,20,mnistCUDNN_impr
237979174,168,cuGetProcAddress,0,425,29549,29549,20,mnistCUDNN_impr
237979439,166,cuGetProcAddress,0,426,29549,29549,20,mnistCUDNN_impr
237979701,142,cuGetProcAddress,0,427,29549,29549,20,mnistCUDNN_impr
237979938,176,cuGetProcAddress,0,428,29549,29549,20,mnistCUDNN_impr
237980206,118,cuGetProcAddress,0,429,29549,29549,20,mnistCUDNN_impr
237980420,127,cuGetProcAddress,0,430,29549,29549,20,mnistCUDNN_impr
237980641,132,cuGetProcAddress,0,431,29549,29549,20,mnistCUDNN_impr
237980867,133,cuGetProcAddress,0,432,29549,29549,20,mnistCUDNN_impr
237981097,83,cuGetProcAddress,0,433,29549,29549,20,mnistCUDNN_impr
237981272,130,cuGetProcAddress,0,434,29549,29549,20,mnistCUDNN_impr
237981497,124,cuGetProcAddress,0,435,29549,29549,20,mnistCUDNN_impr
237981717,93,cuGetProcAddress,0,436,29549,29549,20,mnistCUDNN_impr
237981905,129,cuGetProcAddress,0,437,29549,29549,20,mnistCUDNN_impr
237982128,99,cuGetProcAddress,0,438,29549,29549,20,mnistCUDNN_impr
237982322,115,cuGetProcAddress,0,439,29549,29549,20,mnistCUDNN_impr
237982531,123,cuGetProcAddress,0,440,29549,29549,20,mnistCUDNN_impr
237982748,135,cuGetProcAddress,0,441,29549,29549,20,mnistCUDNN_impr
237982992,168,cuGetProcAddress,0,442,29549,29549,20,mnistCUDNN_impr
237983257,137,cuGetProcAddress,0,443,29549,29549,20,mnistCUDNN_impr
237983484,125,cuGetProcAddress,0,444,29549,29549,20,mnistCUDNN_impr
237983704,129,cuGetProcAddress,0,445,29549,29549,20,mnistCUDNN_impr
237983935,89,cuGetProcAddress,0,446,29549,29549,20,mnistCUDNN_impr
237984117,89,cuGetProcAddress,0,447,29549,29549,20,mnistCUDNN_impr
237984300,88,cuGetProcAddress,0,448,29549,29549,20,mnistCUDNN_impr
237984482,105,cuGetProcAddress,0,449,29549,29549,20,mnistCUDNN_impr
237984680,133,cuGetProcAddress,0,450,29549,29549,20,mnistCUDNN_impr
237984909,118,cuGetProcAddress,0,451,29549,29549,20,mnistCUDNN_impr
